shots,icm,gold,random
2,0.6212121212121212,0.6515151515151515,0.6363636363636364
4,0.6363636363636364,0.6515151515151515,0.6666666666666666
8,0.5757575757575758,0.7575757575757576,0.5606060606060606
16,0.6060606060606061,0.7575757575757576,0.6818181818181818
