shots,icm,gold,random
2,0.631578947368421,0.6447368421052632,0.631578947368421
4,0.5526315789473685,0.7368421052631579,0.5
8,0.5921052631578947,0.6710526315789473,0.631578947368421
16,0.4473684210526316,0.6710526315789473,0.5526315789473685
