shots,icm,gold,random
2,0.6056338028169014,0.6619718309859155,0.5633802816901409
4,0.5633802816901409,0.6619718309859155,0.5915492957746479
8,0.5774647887323944,0.647887323943662,0.5774647887323944
16,0.5633802816901409,0.7323943661971831,0.676056338028169
