shots,icm,gold,random
2,0.6551724137931034,0.603448275862069,0.6551724137931034
4,0.6206896551724138,0.7241379310344828,0.5689655172413793
8,0.5689655172413793,0.7413793103448276,0.6724137931034483
16,0.4482758620689655,0.7586206896551724,0.5344827586206896
