shots,icm,gold,random
2,0.6949152542372882,0.6779661016949152,0.576271186440678
4,0.6101694915254238,0.711864406779661,0.6440677966101694
8,0.5932203389830508,0.7288135593220338,0.559322033898305
16,0.6440677966101694,0.7627118644067796,0.5254237288135594
