shots,icm,gold,random
2,0.5714285714285714,0.6666666666666666,0.5238095238095238
4,0.5714285714285714,0.6190476190476191,0.38095238095238093
8,0.6190476190476191,0.6666666666666666,0.5714285714285714
16,0.6190476190476191,0.6666666666666666,0.42857142857142855
