shots,icm,gold,random
2,0.717391304347826,0.5869565217391305,0.5652173913043478
4,0.5869565217391305,0.782608695652174,0.5869565217391305
8,0.6739130434782609,0.6739130434782609,0.6304347826086957
16,0.6956521739130435,0.7608695652173914,0.6521739130434783
