shots,icm,gold,random
2,0.47619047619047616,0.7619047619047619,0.5714285714285714
4,0.3333333333333333,0.6666666666666666,0.6190476190476191
8,0.2857142857142857,0.5714285714285714,0.2857142857142857
16,0.2857142857142857,0.7619047619047619,0.38095238095238093
