shots,icm,gold,random
2,0.5686274509803921,0.5490196078431373,0.6274509803921569
4,0.6078431372549019,0.7058823529411765,0.6274509803921569
8,0.5490196078431373,0.7647058823529411,0.6470588235294118
16,0.6078431372549019,0.7058823529411765,0.6470588235294118
