shots,icm,gold,random
2,0.6122448979591837,0.5714285714285714,0.5510204081632653
4,0.673469387755102,0.7142857142857143,0.6326530612244898
8,0.46938775510204084,0.6122448979591837,0.5510204081632653
16,0.6326530612244898,0.6938775510204082,0.6530612244897959
