shots,icm,gold,random
2,0.7222222222222222,0.8333333333333334,0.7222222222222222
4,0.6111111111111112,0.5555555555555556,0.6111111111111112
8,0.6111111111111112,0.5555555555555556,0.4444444444444444
16,0.6111111111111112,0.6111111111111112,0.7777777777777778
