shots,icm,gold,random
2,0.5409836065573771,0.7049180327868853,0.5737704918032787
4,0.5737704918032787,0.6557377049180327,0.639344262295082
8,0.47540983606557374,0.7704918032786885,0.5245901639344263
16,0.5409836065573771,0.7049180327868853,0.5737704918032787
