shots,icm,gold,random
2,0.6666666666666666,0.6666666666666666,0.5151515151515151
4,0.6515151515151515,0.7121212121212122,0.5606060606060606
8,0.5454545454545454,0.7272727272727273,0.5
16,0.6515151515151515,0.6818181818181818,0.5
