shots,icm,gold,random
2,0.5625,0.5833333333333334,0.5416666666666666
4,0.4791666666666667,0.4583333333333333,0.4791666666666667
8,0.5,0.5208333333333334,0.5833333333333334
16,0.6666666666666666,0.625,0.5
