shots,icm,gold,random
2,0.5774647887323944,0.704225352112676,0.6338028169014085
4,0.6338028169014085,0.7183098591549296,0.5492957746478874
8,0.4788732394366197,0.7464788732394366,0.6338028169014085
16,0.5633802816901409,0.7605633802816901,0.5633802816901409
