shots,icm,gold,zero
2,0.7857142857142857,0.6428571428571429,0.9285714285714286
4,0.5,1.0,0.9285714285714286
8,0.42857142857142855,0.9285714285714286,0.9285714285714286
16,0.35714285714285715,0.7857142857142857,0.9285714285714286
