shots,icm,gold,zero
2,0.6363636363636364,0.5454545454545454,0.6363636363636364
4,0.6363636363636364,0.7272727272727273,0.6363636363636364
8,0.5454545454545454,0.9090909090909091,0.6363636363636364
16,0.5454545454545454,0.8181818181818182,0.6363636363636364
