shots,icm,gold,zero
2,0.7222222222222222,0.7777777777777778,0.7777777777777778
4,0.7777777777777778,0.8333333333333334,0.7777777777777778
8,0.7222222222222222,0.8888888888888888,0.7777777777777778
16,0.7222222222222222,0.8333333333333334,0.7777777777777778
