shots,icm,gold,random
2,0.6111111111111112,0.6666666666666666,0.5
4,0.6111111111111112,0.7222222222222222,0.5555555555555556
8,0.6111111111111112,0.8333333333333334,0.5
16,0.6111111111111112,0.7777777777777778,0.6666666666666666
