shots,icm,gold,random
2,0.4827586206896552,0.6896551724137931,0.5862068965517241
4,0.6896551724137931,0.5172413793103449,0.6551724137931034
8,0.5517241379310345,0.6206896551724138,0.5862068965517241
16,0.6551724137931034,0.6896551724137931,0.5172413793103449
