shots,icm,gold,random
2,0.47619047619047616,0.6666666666666666,0.5714285714285714
4,0.5714285714285714,0.6190476190476191,0.5714285714285714
8,0.42857142857142855,0.6666666666666666,0.5714285714285714
16,0.47619047619047616,0.6190476190476191,0.6190476190476191
