shots,icm,gold,random
2,0.42857142857142855,0.7619047619047619,0.6190476190476191
4,0.42857142857142855,0.7619047619047619,0.5714285714285714
8,0.38095238095238093,0.7142857142857143,0.5714285714285714
16,0.3333333333333333,0.6666666666666666,0.2857142857142857
